symbol,shortName,longName,sector,industry,longBusinessSummary,country,state,zip,logo_url
AKAM,"Akamai Technologies, Inc.","Akamai Technologies, Inc.",Technology,Software—Infrastructure,"Akamai Technologies, Inc. provides cloud services for securing, delivering, and optimizing content and business applications over the internet in the United States and internationally. The company offers cloud and enterprise security solutions to keep infrastructure, websites, applications, application programming interfaces, and users safe from various cyberattacks and online threats while enhancing performance. It also provides web and mobile performance solutions to enable dynamic websites and applications; media delivery solutions, including video streaming and video player services, game and software delivery, broadcast operations, authoritative domain name system, resolution, and data and analytics; and edge compute solutions to enable developers to deploy and distribute code at the edge. In addition, the company offers carrier offerings, including cyberthreat protection, parental controls, DNS infrastructure and content delivery solutions; and an array of service and support to assist customers with integrating, configuring, optimizing, and managing its offerings. It sells its solutions through direct sales and service organizations, as well as through various channel partners. Akamai Technologies, Inc. has a strategic partnership with Queue-It to deliver a cure for Covid vaccine registration. The company was founded in 1998 and is headquartered in Cambridge, Massachusetts.",United States,MA,02142,https://logo.clearbit.com/akamai.com
CAPL,CrossAmerica Partners LP,CrossAmerica Partners LP,Energy,Oil & Gas Refining & Marketing,"CrossAmerica Partners LP engages in the wholesale distribution of motor fuels, operation of convenience stores, and ownership and leasing of real estate used in the retail distribution of motor fuels in the United States. The company operates in two segments, Wholesale and Retail. The Wholesale segment engages in the wholesale distribution of motor fuels to lessee dealers, independent dealers, commission agents, and company operated retail sites. The Retail segment is involved in the sale of convenience merchandise items; and retail sale of motor fuels at company operated retail sites and retail sites operated by commission agents. As of March 1, 2021, the company distributed fuel to approximately 1,700 locations; and owned or leased approximately 1,100 sites. CrossAmerica GP LLC operates as the general partner of the company. The company was formerly known as Lehigh Gas Partners LP and changed its name to CrossAmerica Partners LP in October 2014. CrossAmerica Partners LP was founded in 1992 and is based in Allentown, Pennsylvania.",United States,PA,18101,https://logo.clearbit.com/crossamericapartners.com
,,,,,,,,,
BOX,"Box, Inc.","Box, Inc.",Technology,Software—Infrastructure,"Box, Inc. provides a cloud content management platform that enables organizations of various sizes to manage and share their content from anywhere on any device. The company's Software-as-a-Service platform enables users to collaborate on content internally and with external parties, automate content-driven business processes, develop custom applications, and implement data protection, security, and compliance features to comply with legal and regulatory requirements, internal policies, and industry standards and regulations. It offers web, mobile and desktop applications for cloud content management on a platform for developing custom applications, as well as industry-specific capabilities. As of January 31, 2021, the company had over 105,000 paying organizations, and its solution was offered in 25 languages; and 77.7 million registered users. Box, Inc. serves healthcare, government, life sciences, and financial services industries in the United States and internationally. The company was formerly known as Box.net, Inc. and changed its name to Box, Inc. in November 2011. Box, Inc. was founded in 2005 and is headquartered in Redwood City, California.",United States,CA,94063,https://logo.clearbit.com/box.com
,,,,,,,,,
PFS,"Provident Financial Services, I","Provident Financial Services, Inc.",Financial Services,Banks—Regional,"Provident Financial Services, Inc. operates as the bank holding company for Provident Bank that provides various banking products and services to individuals, families, and businesses in the United States. The company's deposit products include savings, checking, interest-bearing checking, money market deposit, and certificate of deposit accounts, as well as IRA products. Its loan portfolio comprises commercial real estate loans that are secured by properties, such as multi-family apartment buildings, office buildings, and retail and industrial properties; commercial business loans; fixed-rate and adjustable-rate mortgage loans collateralized by one- to four-family residential real estate properties; commercial construction loans; and consumer loans consisting of home equity loans, home equity lines of credit, marine loans, personal loans and unsecured lines of credit, and auto and recreational vehicle loans. The company also offers cash management, remote deposit capture, payroll origination, escrow account management, and online and mobile banking services; and business credit cards. In addition, it provides wealth management services comprising investment management, trust and estate administration, financial planning, tax compliance and planning, and private banking. Further, the company sells insurance and investment products, including annuities; operates as a real estate investment trust for acquiring mortgage loans and other real estate related assets; and manages and sells real estate properties acquired through foreclosure. As of December 31, 2020, it operated 99 full-service branch offices in northern and central New Jersey, as well as in Pennsylvania and New York counties. The company was founded in 1839 and is headquartered in Jersey City, New Jersey.",United States,NJ,07302,https://logo.clearbit.com/provident.bank
FRT,Federal Realty Investment Trust,Federal Realty Investment Trust,Real Estate,REIT—Retail,"Federal Realty is a recognized leader in the ownership, operation and redevelopment of high-quality retail-based properties located primarily in major coastal markets from Washington, D.C. to Boston as well as San Francisco and Los Angeles. Founded in 1962, Federal Realty's mission is to deliver long-term, sustainable growth through investing in densely populated, affluent communities where retail demand exceeds supply. Its expertise includes creating urban, mixed-use neighborhoods like Santana Row in San Jose, California, Pike & Rose in North Bethesda, Maryland and Assembly Row in Somerville, Massachusetts. These unique and vibrant environments that combine shopping, dining, living and working provide a destination experience valued by their respective communities. Federal Realty's 104 properties include approximately 2,800 tenants, in 24 million square feet, and approximately 2,800 residential units. Federal Realty has increased its quarterly dividends to its shareholders for 53 consecutive years, the longest record in the REIT industry. Federal Realty is an S&P 500 index member and its shares are traded on the NYSE under the symbol FRT.",United States,MD,20852,https://logo.clearbit.com/federalrealty.com
MALOX,BlackRock Global Alloc I,"BlackRock Global Allocation Fund, Inc. Institutional Shares",,,"The investment seeks to provide high total investment return.  The fund invests in a portfolio of equity, debt and money market securities. Generally, the fund&#39;s portfolio will include both equity and debt securities. It may invest up to 35% of its total assets in ""junk bonds,"" corporate loans and distressed securities. The fund may also invest in Real Estate Investment Trusts (""REITs"") and securities related to real assets (like real estate- or precious metals-related securities) such as stock, bonds or convertible bonds issued by REITs or companies that mine precious metals.",,,,
GTCSX,Glenmede Small Capitalization E,Glenmede Small Cap Equity Portfolio Class Advisor,,,"The investment seeks long-term appreciation consistent with reasonable risk to principal.  The fund normally invests at least 80% of the value of its net assets (including borrowings for investment purposes) in equity securities, such as common stocks and preferred stocks, of U.S. small cap companies that the Advisor believes are undervalued. Small cap companies include companies with market capitalizations, at the time of purchase, that are within the market capitalization range of any stock in the Russell 2000Â® Index at its last rebalancing.",,,,
TSCIX,AMG TimesSquare Small Cap Growt,AMG TimesSquare Small Cap Growth Fund Class Z,,,"The investment seeks to achieve long-term capital appreciation.  The fund will invest at least 80% of its net assets, plus the amount of any borrowings for investment purposes, in equity securities of small-capitalization companies. It typically invests in common and preferred stocks of U.S. small-capitalization companies. The subadvisor generally considers a company to be a ""small-capitalization"" company if, at the time of purchase, the market capitalization is below $3 billion or otherwise within the range of capitalizations of companies in the Russell 2000Â® Index.",,,,
VPMAX,Vanguard PRIMECAP Fund Admiral ,Vanguard PRIMECAP Fund Admiral Shares,,,The investment seeks long-term capital appreciation.  The fund invests in stocks considered to have above-average earnings growth potential that is not reflected in their current market prices. Its portfolio consists predominantly of large- and mid-capitalization stocks.,,,,
IWF,iShares Russell 1000 Growth ETF,iShares Russell 1000 Growth ETF,,,"The investment seeks to track the investment results of the Russell 1000Â® Growth Index, which measures the performance of large- and mid-capitalization growth sectors of the U.S. equity market.
 The fund generally invests at least 90% of its assets in securities of the underlying index and in depositary receipts representing securities of the underlying index. It may invest the remainder of its assets in certain futures, options and swap contracts, cash and cash equivalents, as well as in securities not included in the underlying index, but which the advisor believes will help the fund track the underlying index.",,,,
ABB,ABB Ltd,ABB Ltd,Industrials,Electrical Equipment & Parts,"ABB Ltd manufactures and sells electrification, industrial automation, and robotics and motion products for customers in utilities, industry and transport, and infrastructure worldwide. Its Electrification segment provides electric vehicle charging infrastructure, renewable power solutions, modular substation packages, distribution automation products, switchboard and panel boards, switchgears, UPS solutions, circuit breakers, measuring and sensing devices, control products, wiring accessories, enclosures and cabling systems, and intelligent home and building solutions for integrating and automating lighting, heating, ventilation, security, and data communication networks. The company's Robotics & Discrete Automation segments provides industrial robots, software, robotic solutions and systems, field services, spare parts, and digital services. This segment also offers solutions based on its programmable logic controllers, industrial PCs, servo motion, transport systems, and machine vision. Its Industrial Automation segment develops and sells industry-specific, integrated automation, and electrification systems and solutions, as well as digital solutions, lifecycle services, and artificial intelligence applications for the process and hybrid industries. This segment also offers process and discrete control technologies, advanced process control software and manufacturing execution systems, sensing, measurement, analytical instrumentation, electric ship propulsion systems, and large turbochargers, as well as remote monitoring, preventive maintenance, asset performance management, and cybersecurity services. The company's Motion segment manufactures and sells drives, motors, generators, traction converters, and mechanical power transmission products. ABB Ltd has a strategic collaboration with IBM. ABB Ltd was founded in 1883 and is headquartered in Zurich, Switzerland.",Switzerland,,8050,https://logo.clearbit.com/global.abb
SMG,Scotts Miracle-Gro Company (The,The Scotts Miracle-Gro Company,Basic Materials,Agricultural Inputs,"The Scotts Miracle-Gro Company manufactures, markets, and sells consumer lawn and garden products in the United States and internationally. The company operates through three segments: U.S. Consumer, Hawthorne, and Other. It offers lawn care products, such as lawn fertilizers, grass seed products, spreaders, other durable products, and outdoor cleaners, as well as lawn-related weed, pest, and disease control products. The company also provides gardening and landscape products, including water-soluble and continuous-release plant foods, potting mixes and garden soils, mulch and decorative groundcover products, plant-related pest and disease control products, organic garden products, and lives goods and seeding solutions. In addition, it offers hydroponic products that help users to grow plants, flowers, and vegetables using little or no soil; lighting systems and components for use in hydroponic and indoor gardening applications; and insect, rodent, and weed control products for home areas. The company offers its products under the Scotts, Turf Builder, EZ Seed, PatchMaster, Thick'R Lawn, GrubEx, EdgeGuard, Handy Green II, Miracle-Gro, LiquaFeed, Osmocote, Shake ÂN Feed, Hyponex, Earthgro, SuperSoil, Fafard, Nature Scapes, Ortho, Miracle-Gro Performance Organics, Miracle-Gro Organic Choice, Whitney Farms, EcoScraps, Mother Earth, Botanicare, Hydroponics, Vermicrop, Gavita, Agrolux, Can-Filters, Sun System, Gro Pro, Hurricane, AeroGarden, Titan, Tomcat, Ortho Weed B Gon, Roundup, Groundclear, and Alchemist brands. It serves home centers, mass merchandisers, warehouse clubs, large hardware chains, independent hardware stores, nurseries, garden centers, e-commerce platforms, and food and drug stores, as well as indoor gardening and hydroponic distributors, retailers, and growers through a direct sales force, and network of brokers and distributors. The Scotts Miracle-Gro Company was founded in 1868 and is headquartered in Marysville, Ohio.",United States,OH,43041,https://logo.clearbit.com/scottsmiraclegro.com
,,,,,,,,,
BWXT,"BWX Technologies, Inc.","BWX Technologies, Inc.",Industrials,Aerospace & Defense,"BWX Technologies, Inc. manufactures and sells nuclear components in the United States, Canada, and internationally. Its Nuclear Operations Group segment offers nuclear components, reactors, assemblies, and fuel for the United States Department of Energy/National Nuclear Security Administration's Naval Nuclear Propulsion Program and other uses; close-tolerance equipment for nuclear applications; research reactor fuel elements for colleges, universities, and national laboratories; and components for defense applications. It also provides missile launch tubes for the United States Navy submarines; converts Cold War-era government stockpiles of high-enriched uranium; and receives, stores, characterizes, dissolves, recovers, and purifies uranium-bearing materials. Its Nuclear Services Group segment provides nuclear materials processing, environmental site restoration, and management and operating services for the United States government-owned facilities; develops technology for advanced nuclear power sources application; designs, engineers, licenses, and manufactures advance nuclear reactors; and inspects and services steam generators, heat exchangers, reactors, fuel handling systems, and balance of plants; and provides non-destructive examination and tooling/repair solutions, and nuclear fuel. Its Nuclear Power Group segment offers commercial nuclear steam generators, heat exchangers, pressure vessels, reactor components, and containers; nuclear fuel, fuel handling systems, tooling delivery systems, and related services, as well as engineering and in-plant services for nuclear power plants; and medical radioisotopes and radiopharmaceuticals. It also designs, manufactures, commissions, and services nuclear power generation equipment. The company was formerly known as The Babcock & Wilcox Company and changed its name to BWX Technologies, Inc. in June 2015. The company was founded in 1867 and is headquartered in Lynchburg, Virginia.",United States,VA,24504,https://logo.clearbit.com/bwxt.com
NSRGY,NESTLE SA,Nestlé S.A.,Consumer Defensive,Packaged Foods,"NestlÃ© S.A., together with its subsidiaries, operates as a food and beverage company. The company operates through Zone Europe, Middle East and North Africa; Zone Americas; Zone Asia, Oceania and sub-Saharan Africa; and NestlÃ© Waters segments. It offers baby foods under the Cerelac, Gerber, and NaturNes brands; bottled water under the NestlÃ© Pure Life, Perrier, Poland Spring, and S.Pellegrino brands; cereals under the Fitness, Nesquik, cheerios, and Lion Cereals brands; and chocolate and confectionery products under the KitKat, Nestle L'atelier, Nestle Toll House, Milkybar, Smarties, Quality Street, Aero, Garoto, Orion, and Cailler brands. The company also provides coffee products under the NescafÃ© original, Nespresso, NescafÃ© Dolce Gusto, NescafÃ©, NescafÃ© Original 3 in 1, Coffee-Mate, NescafÃ© Gold, and NescafÃ© Cappuccino brands; culinary, chilled, and frozen foods under the Maggi, Hot Pockets, Stouffer's, Thomy, Jacks, TombStone, Buitoni, DiGiorno, and Lean Cuisine brands; dairy products under the Carnation, Nido, Coffee-Mate, and La LaitiÃ¨re brands; and drinks under the Nesquik, Nestea, and Milo brands. In addition, it offers food service products under the Milo, NescafÃ©, Maggi, Chef, Nestea, Stouffer's, Chef-Mate, Sjora, Minor's, and Lean Cuisine brand names; healthcare nutrition products under the Boost, Peptamen, Resource, and Nutren Junior brands; ice cream products under the Dreyer's, MÃ¶venpick, HÃ¤agen-Dazs, NestlÃ© Ice Cream, and ExtrÃªme brands; and pet care products under the Purina, ONE, Alpo, Felix, Pro Plan, Cat Chow, Fancy Feast, Chef Michael's, Bakers, Friskies, Dog Chow, Beneful, and Gourmet brands. Further, it provides coffee creamers under the Starbucks brand. The company was founded in 1866 and is headquartered in Vevey, Switzerland.",Switzerland,,1800,https://logo.clearbit.com/nestle.com
RDSA.AS,ROYAL DUTCH SHELLA,Royal Dutch Shell plc,Energy,Oil & Gas Integrated,"Royal Dutch Shell plc operates as an energy and petrochemical company worldwide. The company operates through Integrated Gas, Upstream, Oil Products, Chemicals segments. It explores for and extracts crude oil, natural gas, and natural gas liquids; markets and transports oil and gas; produces gas-to-liquids fuels and other products; and operates upstream and midstream infrastructure necessary to deliver gas to market. The company also markets and trades natural gas, liquefied natural gas (LNG), crude oil, electricity, carbon-emission rights; and markets and sells LNG as a fuel for heavy-duty vehicles and marine vessels. In addition, it trades in and refines crude oil and other feed stocks, such as gasoline, diesel, heating oil, aviation fuel, marine fuel, biofuel, lubricants, bitumen, and sulphur; produces and sells petrochemicals for industrial use; and manages oil sands activities. Further, the company produces base chemicals comprising ethylene, propylene, and aromatics, as well as intermediate chemicals, such as styrene monomer, propylene oxide, solvents, detergent alcohols, ethylene oxide, and ethylene glycol. Royal Dutch Shell plc was founded in 1907 and is headquartered in The Hague, the Netherlands.",Netherlands,,2596 HR,https://logo.clearbit.com/shell.com
HBAN,Huntington Bancshares Incorpora,Huntington Bancshares Incorporated,Financial Services,Banks—Regional,"Huntington Bancshares Incorporated is a regional bank holding company headquartered in Columbus, Ohio, with $123 billion of assets and a network of 839 branches, including 11 Private Client Group offices, and 1,322 ATMs across seven Midwestern states. Founded in 1866, The Huntington National Bank and its affiliates provide consumer, small business, commercial, treasury management, wealth management, brokerage, trust, and insurance services. Huntington also provides vehicle finance, equipment finance, national settlement, and capital market services that extend beyond its core states. Visit huntington.com for more information.",United States,OH,43287,https://logo.clearbit.com/huntington.com
IR,Ingersoll Rand Inc.,Ingersoll Rand Inc.,Industrials,Specialty Industrial Machinery,"Ingersoll Rand Inc. provides various mission-critical air, fluid, energy, specialty vehicle and medical technologies in the United States, Europe, the Middle East, Africa, and the Asia Pacific. It operates through four segments: Industrial Technologies and Services; Precision and Science Technologies; Specialty Vehicle Technologies; and High Pressure Solutions segments. The company offers air and gas compression, vacuum and blower products, fluid transfer and management equipment, loading systems, power tools and lifting equipment, displacement pumps, liquid and precision syringe pumps, and compressors, as well as as well as aftermarket parts, consumables, and services. It also designs, manufactures, and markets golf, utility, and consumer low-speed vehicles, as well as integrated systems. The company's products are used in medical, laboratory, industrial manufacturing, water and wastewater, chemical processing, drilling, hydraulic fracturing, well servicing applications, precision irrigation, energy, food and beverage, agriculture, and automated liquid handling end-markets, as well as various manufacturing, industrial facilities applications, and other activities. It serves to various industries and sectors. The company sells its products through an integrated network of direct sales representatives and independent distributors under the Ingersoll Rand, Gardner Denver, Club Car, CompAir, Nash, Elmo Rietschle, Robuschi, Thomas, Milton Roy, ARO, Emco Wheaton, and Runtech Systems brands. The company was formerly known as Gardner Denver Holdings, Inc. and changed its name to Ingersoll Rand Inc. in March 2020. Ingersoll Rand Inc. was founded in 1859 and is based in Davidson, North Carolina.",United States,NC,28036,https://logo.clearbit.com/irco.com
,,,,,,,,,
WEX,WEX Inc.,WEX Inc.,Technology,Software—Infrastructure,"WEX Inc. provides financial technology services in North America, the Asia Pacific, and Europe. It operates through three segments: Fleet Solutions, Travel and Corporate Solutions, and Health and Employee Benefit Solutions. The Fleet Solutions segment offers fleet vehicle payment processing services. Its services include customer, account activation, and account retention services; authorization and billing inquiries, and account maintenance services; premium fleet services; credit and collections services; merchant services; analytics solutions with access to web-based data analytics platform that offers insights to fleet managers; and ancillary services and tools to fleets to manage expenses and capital requirements. This segment markets its products directly and indirectly to commercial and government vehicle fleet customers with small, medium, and large fleets, as well as with over-the-road and long haul fleets; and indirectly through co-branded and private label relationships. The Travel and Corporate Solutions segment provides payment processing solutions for payment and transaction monitoring needs. Its products include virtual cards that are used for transactions where no card is presented and that require pre-authorization; and prepaid and gift card products that enables secure payment and financial management solutions with single card options, access to open or closed loop redemption, load limits, and with various expirations. This segment markets its products directly and indirectly to commercial and government organizations. The Health and Employee Benefit Solutions segment offers healthcare payment products and software-as-a-service consumer directed platforms for healthcare market, as well as payroll related and employee benefit products in Brazil. The company was formerly known as Wright Express Corporation and changed its name to WEX Inc. in October 2012. WEX Inc. was founded in 1983 and is headquartered in Portland, Maine.",United States,ME,04101,https://logo.clearbit.com/wexinc.com
VGR,Vector Group Ltd.,Vector Group Ltd.,Consumer Defensive,Tobacco,"Vector Group Ltd., through its subsidiaries, manufactures and sells cigarettes in the United States. It operates in two segments, Tobacco and Real Estate. The company produces cigarettes in 100 combinations under the EAGLE 20's, Pyramid, Montego, Grand Prix, Liggett Select, Eve, and USA brand names, as well as various partner and private label brands. In addition, it provides residential real estate brokerage, relocation, real estate sales and marketing, and title insurance services to real estate buyers and financial institutions; manages cooperative apartment buildings, condominium apartment buildings, and rental apartment buildings; and invests in, acquires, and owns real estate properties or projects, as well as develops land. Further, the company operates elliman.com, a website that enables consumers to search properties and access current market information, as well as offers building and neighborhood guides, and other interactive content. It markets and sells its cigarettes to wholesalers and distributors of tobacco and convenience products, as well as grocery, drug, and convenience store chains. The company was formerly known as Brooke Group Ltd. and changed its name to Vector Group Ltd. in May 2000. Vector Group Ltd. was founded in 1873 and is based in Miami, Florida.",United States,FL,33137,https://logo.clearbit.com/vectorgroupltd.com
INFY,Infosys Limited,Infosys Limited,Technology,Information Technology Services,"Infosys Limited, together with its subsidiaries, provides consulting, technology, outsourcing, and next-generation digital services in North America, Europe, India, and internationally. It provides application development and management, independent validation, product engineering and management, infrastructure management, enterprise application management, and support and integration services. The company's products and platforms include Finacle, a core banking solution; Edge suite of products; Infosys Nia, an artificial intelligence platform; Infosys McCamish - an insurance platform; Wingspan, a customizable learning platform; Stater mortgage servicing platform; Panaya automation suite; and Skava, an e-commerce suite. The company serves clients in the financial services and insurance, life sciences and healthcare, manufacturing, retail, consumer packaged goods and logistics, hi-tech, communications, telecom OEM, media, energy, utilities, resources, services, and other industries. It has collaboration agreements with Rolls-Royce, BP plc, Newmont Corporation, RXR Realty, Majesco Limited, and Centre for Accessibility Australia. The company was formerly known as Infosys Technologies Limited and changed its name to Infosys Limited in June 2011. Infosys Limited was incorporated in 1981 and is headquartered in Bengaluru, India.",India,,560100,https://logo.clearbit.com/infosys.com
,,,,,,,,,
,,,,,,,,,
SHW,Sherwin-Williams Company (The),The Sherwin-Williams Company,Basic Materials,Specialty Chemicals,"The Sherwin-Williams Company develops, manufactures, distributes, and sells paints, coatings, and related products to professional, industrial, commercial, and retail customers. It operates in three segments: The Americas Group, Consumer Brands Group, and Performance Coatings Group. The Americas Group segment offers architectural paints and coatings, and protective and marine products, as well as OEM product finishes and related products for architectural and industrial paint contractors, and do-it-yourself homeowners. The Consumer Brands Group segment provides branded and private-label architectural paints, stains, varnishes, industrial products, wood finishes products, wood preservatives, applicators, corrosion inhibitors, aerosols, caulks, and adhesives to retailers and distributors. The Performance Coatings Group segment develops and sells industrial coatings for wood finishing and general industrial applications, automotive refinish products, protective and marine coatings, coil coatings, packaging coatings, and performance-based resins and colorants. It serves retailers, dealers, jobbers, licensees, and other third-party distributors through its branches and direct sales staff, as well as through outside sales representatives. The company has operations primarily in North and South America, the Caribbean, Europe, Asia, and Australia. As of December 31, 2021, it operated 4,774 company-operated stores. The Sherwin-Williams Company was founded in 1866 and is headquartered in Cleveland, Ohio.",United States,OH,44115-1075,https://logo.clearbit.com/sherwin-williams.com
ISRG,"Intuitive Surgical, Inc.","Intuitive Surgical, Inc.",Healthcare,Medical Instruments & Supplies,"Intuitive Surgical, Inc., together with its subsidiaries, designs, develops, manufactures, and markets da Vinci surgical systems, and related instruments and accessories in the United States and internationally. The company's da Vinci Surgical System include surgeon's consoles, patient-side carts, 3-D HD vision systems, skills simulators, da Vinci Xi integrated table motions, and Firefly fluorescence imaging products that enable surgeons to perform various surgical procedures, including gynecologic, urologic, general, cardiothoracic, and head and neck surgical procedures. It also manufactures EndoWrist instruments, such as forceps, scissors, electrocautery tools, scalpels, and other surgical tools, which incorporate wrist joints for natural dexterity for various surgical procedures; and provides SimNow, a cloud-enabled simulation platform, which allows surgeons to learn and practice their surgical skills; Iris, an augmented reality imaging product for use in kidney procedures; and Intuitive Cloud that enables proactive monitoring and software updates. In addition, the company offers EndoWrist Stapler, a wristed stapling instrument for resection, transection, and creation of anastomoses; EndoWrist One Vessel Sealers that are wristed single-use instruments for bipolar coagulation and mechanical transection of vessels up to 7mm in diameter and tissue bundles that fit in the jaws of the instrument; E-100 generator, an electrosurgical generator; SureForm 45 Curved-Tip stapler; and SynchroSeal for sealing and transection with a single pedal press. Additionally, the company sells various accessories comprising sterile drapes for ensuring sterile field during surgery; and vision products that include replacement 3D stereo endoscopes, camera heads, light guides, and other items that facilitate the use of the da Vinci Surgical System, as well as Ion endoluminal system for biopsies. Intuitive Surgical, Inc. was founded in 1995 and is headquartered in Sunnyvale, California.",United States,CA,94086-5304,https://logo.clearbit.com/intuitive.com
LM09.SG,Liberty Media Corp. Reg.Sh.C FO,,,,,,,,
DVA,DaVita Inc.,DaVita Inc.,Healthcare,Medical Care Facilities,"DaVita Inc. provides kidney dialysis services for patients suffering from chronic kidney failure or end stage renal disease (ESRD). The company operates kidney dialysis centers and provides related lab services in outpatient dialysis centers. It also provides outpatient, hospital inpatient, and home-based hemodialysis services; owns clinical laboratories that provide routine laboratory tests for dialysis and other physician-prescribed laboratory tests for ESRD patients; and management and administrative services to outpatient dialysis centers. In addition, the company provides disease management services; vascular access services; clinical research programs; physician services; and comprehensive care services. As of December 31, 2020, it provided dialysis and administrative services in the United States through a network of 2,816 outpatient dialysis centers serving approximately 204,200 patients; and operated 321 outpatient dialysis centers located in 10 countries outside of the United States serving approximately 36,700 patients. Further, the company provides acute inpatient dialysis services in approximately 900 hospitals and related laboratory services in the United States. The company was formerly known as DaVita HealthCare Partners Inc. and changed its name to DaVita Inc. in September 2016. DaVita Inc. was incorporated in 1994 and is headquartered in Denver, Colorado.",United States,CO,80202,https://logo.clearbit.com/davita.com
,,,,,,,,,
,,,,,,,,,
GWW,"W.W. Grainger, Inc.","W.W. Grainger, Inc.",Industrials,Industrial Distribution,"W.W. Grainger, Inc. distributes maintenance, repair, and operating (MRO) products and services in the United States, Canada, and internationally. The company provides material handling equipment, safety and security supplies, lighting and electrical products, power and hand tools, pumps and plumbing supplies, cleaning and maintenance supplies, and metalworking tools. It also offers inventory management and technical support services. The company provides its products through sales and service representatives, catalogs, and electronic and ecommerce channels. It serves small and mid-sized businesses, large corporations, government entities, and other institutions. W.W. Grainger, Inc. was founded in 1927 and is headquartered in Lake Forest, Illinois.",United States,IL,60045-5201,https://logo.clearbit.com/grainger.com
RDS-A,Royal Dutch Shell PLC Royal Dut,Royal Dutch Shell plc,Energy,Oil & Gas Integrated,"Royal Dutch Shell plc operates as an energy and petrochemical company worldwide. The company operates through Integrated Gas, Upstream, Oil Products, Chemicals segments. It explores for and extracts crude oil, natural gas, and natural gas liquids; markets and transports oil and gas; produces gas-to-liquids fuels and other products; and operates upstream and midstream infrastructure necessary to deliver gas to market. The company also markets and trades natural gas, liquefied natural gas (LNG), crude oil, electricity, carbon-emission rights; and markets and sells LNG as a fuel for heavy-duty vehicles and marine vessels. In addition, it trades in and refines crude oil and other feed stocks, such as gasoline, diesel, heating oil, aviation fuel, marine fuel, biofuel, lubricants, bitumen, and sulphur; produces and sells petrochemicals for industrial use; and manages oil sands activities. Further, the company produces base chemicals comprising ethylene, propylene, and aromatics, as well as intermediate chemicals, such as styrene monomer, propylene oxide, solvents, detergent alcohols, ethylene oxide, and ethylene glycol. Royal Dutch Shell plc was founded in 1907 and is headquartered in The Hague, the Netherlands.",Netherlands,,2596 HR,https://logo.clearbit.com/shell.com
RYAAY,Ryanair Holdings plc,Ryanair Holdings plc,Industrials,Airlines,"Ryanair Holdings plc, together with its subsidiaries, provides scheduled-passenger airline services in Ireland, the United Kingdom, Italy, Spain, Germany, and Other European countries. It is also involved in the provision of various ancillary services, such as non-flight scheduled services and internet-related services; in-flight sale of beverages, food, and merchandise; and marketing accommodation and hotel services, car hire, and travel insurance through its Website and mobile app. In addition, the company offers aircraft and passenger handling, ticketing, marketing and advertising, and maintenance and repair services; and markets car parking, attractions, and activities on its website and mobile app, as well as sells gift vouchers. As of June 30, 2020, it had a principal fleet of approximately 440 Boeing 737 aircraft and 26 Airbus A320 aircraft; and offered approximately 2,500 scheduled short-haul flights per day serving approximately 242 airports, including 79 bases. Ryanair Holdings plc was founded in 1985 and is headquartered in Swords, Ireland.",Ireland,,K67 NY94,https://logo.clearbit.com/ryanair.com
HXL,Hexcel Corporation,Hexcel Corporation,Industrials,Aerospace & Defense,"Hexcel Corporation, together with its subsidiaries, develops, manufactures, and markets structural materials for use in commercial aerospace, space and defense, and industrial markets. It operates in two segments, Composite Materials and Engineered Products. The Composite Materials segment manufactures and markets carbon fibers, fabrics and specialty reinforcements, prepregs and other fiber-reinforced matrix materials, structural adhesives, honeycomb, molding compounds, tooling materials, polyurethane systems, and laminates that are used in military and commercial aircraft, wind turbine blades, recreational products, and other industrial applications, as well as in automotive, marine, and trains. The Engineered Products segment manufactures and markets aircraft structures and finished aircraft components, including wing to body fairings, wing panels, flight deck panels, door liners, helicopter blades, spars, and tip caps; and aircraft structural sub-components and semi-finished components used in helicopter blades, engine nacelles, and aircraft surfaces, such as flaps, wings, elevators, and fairings. The company sells its products directly through its managers, product managers, and sales personnel, as well as through independent distributors and manufacturer representatives in the Americas, Europe, the Asia Pacific, India, and Africa. Hexcel Corporation was founded in 1946 and is headquartered in Stamford, Connecticut.",United States,CT,06901-3261,https://logo.clearbit.com/hexcel.com
FANUY,FANUC CORPORATION,Fanuc Corporation,Industrials,Specialty Industrial Machinery,"Fanuc Corporation provides factory automation products in Japan, the United States, Europe, Asia, and internationally. The company offers CNC series products, servo motors, lasers, robots, compact machining centers, electric injection molding machines, wire-cut electric discharge machines, and ultra-precision machines. It also provides FANUC Intelligent Edge Link and Drive system, an open platform for the manufacturing industry. The company was incorporated in 1950 and is headquartered in Yamanashi, Japan.",Japan,,401-0597,https://logo.clearbit.com/fanuc.co.jp
,,,,,,,,,
